#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC
1,"Shape of You","Ed Sheeran",,,,,03:53,null,,,"÷ (Deluxe)",2017-03-03,,,,,,,,,,7qiZfU4dY1lWllzX7mPBI3,"",GBAHS1600463
